"Instituto Nacional de Estadística y Geografía",
"Índices de Precios al Productor",
"Índices de precios de genéricos para producción total",
"Fecha de consulta: 25/10/2023 20:47:56",

"Título","Índice nacional de precios productor. Base Julio 2019=100 (SCIAN 2013), Mercancías y Servicios Intermedios, Índices de precios de genéricos para producción total, 3159 Tortilla de maíz"
"Cifra",""
"Fecha","670825"
"Ene 1981","N/E"
"Feb 1981","N/E"
"Mar 1981","N/E"
"Abr 1981","N/E"
"May 1981","N/E"
"Jun 1981","N/E"
"Jul 1981","N/E"
"Ago 1981","N/E"
"Sep 1981","N/E"
"Oct 1981","N/E"
"Nov 1981","N/E"
"Dic 1981","N/E"
"Ene 1982","0.000000000000"
"Feb 1982","0.000000000000"
"Mar 1982","0.000000000000"
"Abr 1982","0.000000000000"
"May 1982","0.000000000000"
"Jun 1982","0.000000000000"
"Jul 1982","0.000000000000"
"Ago 1982","99.068685076805"
"Sep 1982","99.068685076805"
"Oct 1982","99.068685076805"
"Nov 1982","99.068685076805"
"Dic 1982","99.068685076805"
"Ene 1983","99.068685076805"
"Feb 1983","99.068685076805"
"Mar 1983","99.068685076805"
"Abr 1983","99.068685076805"
"May 1983","99.068685076805"
"Jun 1983","99.068685076805"
"Jul 1983","179.104919260422"
"Ago 1983","40.205336239970"
"Sep 1983","40.205336239970"
"Oct 1983","40.205336239970"
"Nov 1983","40.205336239970"
"Dic 1983","40.205336239970"
"Ene 1984","40.205336239970"
"Feb 1984","40.205336239970"
"Mar 1984","40.205336239970"
"Abr 1984","40.205336239970"
"May 1984","40.205336239970"
"Jun 1984","78.449821532157"
"Jul 1984","33.850781396250"
"Ago 1984","33.850781396250"
"Sep 1984","33.850781396250"
"Oct 1984","33.850781396250"
"Nov 1984","33.850781396250"
"Dic 1984","74.630576870823"
"Ene 1985","103.940040100688"
"Feb 1985","103.940040100688"
"Mar 1985","103.940040100688"
"Abr 1985","103.940040100688"
"May 1985","103.940040100688"
"Jun 1985","60.232616931799"
"Jul 1985","52.363727707310"
"Ago 1985","52.363727707310"
"Sep 1985","52.363727707310"
"Oct 1985","52.363727707310"
"Nov 1985","52.363727707310"
"Dic 1985","19.717155172333"
"Ene 1986","38.885025904812"
"Feb 1986","38.885025904812"
"Mar 1986","38.885025904812"
"Abr 1986","59.206543417626"
"May 1986","84.176690836336"
"Jun 1986","137.997746845372"
"Jul 1986","145.207606528641"
"Ago 1986","165.149920714888"
"Sep 1986","181.714580538008"
"Oct 1986","191.222350071249"
"Nov 1986","246.564589468295"
"Dic 1986","306.081375393409"
"Ene 1987","204.996256681153"
"Feb 1987","209.463347324332"
"Mar 1987","210.989153818953"
"Abr 1987","192.058611320043"
"May 1987","166.793272694984"
"Jun 1987","124.414341316446"
"Jul 1987","151.067249995586"
"Ago 1987","172.422459086370"
"Sep 1987","161.719847290255"
"Oct 1987","157.610713729376"
"Nov 1987","119.093330745593"
"Dic 1987","95.137783995144"
"Ene 1988","141.133477975187"
"Feb 1988","143.095083686214"
"Mar 1988","142.908194058478"
"Abr 1988","126.826160810089"
"May 1988","115.460992071037"
"Jun 1988","98.704558102227"
"Jul 1988","72.849530638685"
"Ago 1988","47.196087625968"
"Sep 1988","44.163258293502"
"Oct 1988","41.888872370521"
"Nov 1988","40.368631911140"
"Dic 1988","31.345874949899"
"Ene 1989","5.030218125716"
"Feb 1989","3.318323758215"
"Mar 1989","4.485526841521"
"Abr 1989","8.129503583405"
"May 1989","7.290632012078"
"Jun 1989","7.054283976979"
"Jul 1989","6.768495991444"
"Ago 1989","8.523594619436"
"Sep 1989","8.916988307845"
"Oct 1989","9.845853277697"
"Nov 1989","10.401133309891"
"Dic 1989","25.941875584407"
"Ene 1990","61.656271824438"
"Feb 1990","61.984842985495"
"Mar 1990","60.031824282339"
"Abr 1990","54.418571506522"
"May 1990","56.258209916845"
"Jun 1990","57.708428922011"
"Jul 1990","57.708428922011"
"Ago 1990","91.355927179988"
"Sep 1990","93.167284150288"
"Oct 1990","91.642453357035"
"Nov 1990","93.230223021808"
"Dic 1990","102.338368289539"
"Ene 1991","64.318757111066"
"Feb 1991","63.396608208196"
"Mar 1991","62.931846004560"
"Abr 1991","62.440643186281"
"May 1991","61.786537150668"
"Jun 1991","60.231238175079"
"Jul 1991","60.231238175079"
"Ago 1991","30.055314493859"
"Sep 1991","28.408892313970"
"Oct 1991","28.174507683842"
"Nov 1991","26.399754646704"
"Dic 1991","6.379352998384"
"Ene 1992","1.872663741379"
